# product-capability-source-mapping-version: 1
# source-snapshot: 130cdc24bb493349d9b3f3c531198b7bb5fec3df
# expected-candidate-count: 1386
# expected-mapping-count: 2188
# resolutions: mapped supporting
# mapping-bases: ledger_evidence closed_registry manual_source_audit supporting_module_audit
mapping_id	candidate_id	resolution	feature_id	feature_disposition	mapping_basis	candidate_rationale
MAP-0864	CEN-0463	mapped	CAP-096	adapted	manual_source_audit	src/renderer/nodes/BrowserNode.tsx directly implements audited consent, ownership, isolated Browser control or visible revocation for CAP-096 (reviewed_agent_browser_control).
MAP-0865	CEN-0464	supporting	CAP-012	adopted	supporting_module_audit	src/renderer/nodes/BrowserStartPage.tsx is an audited supporting source module for CAP-012 (isolated_web_browser_video) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0866	CEN-0465	mapped	CAP-012	adopted	manual_source_audit	src/renderer/nodes/BrowserSurface.tsx directly implements an independently audited source responsibility for CAP-012 (isolated_web_browser_video).
MAP-0867	CEN-0465	mapped	CAP-096	adapted	manual_source_audit	src/renderer/nodes/BrowserSurface.tsx directly implements audited consent, ownership, isolated Browser control or visible revocation for CAP-096 (reviewed_agent_browser_control).
MAP-0868	CEN-0465	mapped	CAP-103	adapted	manual_source_audit	src/renderer/nodes/BrowserSurface.tsx directly implements the visible discarded projection and same-Node renderer restoration audited for CAP-103 (browser_memory_saver).
MAP-0869	CEN-0466	supporting	CAP-006	adopted	supporting_module_audit	src/renderer/nodes/ChatPanel.tsx is an audited supporting source module for CAP-006 (semantic_agent_views) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0870	CEN-0467	mapped	CAP-011	adopted	ledger_evidence	src/renderer/nodes/DiffNode.tsx is the frozen ledger evidence anchor for CAP-011 (repository_diff_view); normalized mappings record other responsibilities separately.
MAP-0871	CEN-0468	mapped	CAP-080	irrelevant	ledger_evidence	src/renderer/nodes/DinoNode.tsx is the frozen ledger evidence anchor for CAP-080 (visual_mascot_system); normalized mappings record other responsibilities separately.
MAP-0872	CEN-0469	mapped	CAP-103	adapted	manual_source_audit	src/renderer/nodes/DiscardedPlate.tsx directly evidences the truthful page-released state that automatically reopens when the same Browser Node is viewed for CAP-103 (browser_memory_saver).
MAP-0873	CEN-0470	mapped	CAP-010	adopted	ledger_evidence	src/renderer/nodes/EditorNode.tsx is the frozen ledger evidence anchor for CAP-010 (revisioned_editor); normalized mappings record other responsibilities separately.
MAP-0874	CEN-0470	mapped	CAP-091	adapted	ledger_evidence	src/renderer/nodes/EditorNode.tsx is the frozen ledger evidence anchor for CAP-091 (image_and_pdf_document_view); normalized mappings record other responsibilities separately.
MAP-0875	CEN-0471	supporting	CAP-007	adopted	supporting_module_audit	src/renderer/nodes/GroupNode.tsx is an audited supporting source module for CAP-007 (nested_groups) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0876	CEN-0472	mapped	CAP-042	adopted	ledger_evidence	src/renderer/nodes/LoopNode.tsx is the frozen ledger evidence anchor for CAP-042 (native_recurring_jobs); normalized mappings record other responsibilities separately.
MAP-0877	CEN-0473	mapped	CAP-009	adopted	ledger_evidence	src/renderer/nodes/StickyNode.tsx is the frozen ledger evidence anchor for CAP-009 (sticky_note_context); normalized mappings record other responsibilities separately.
MAP-0878	CEN-0474	mapped	CAP-029	adapted	ledger_evidence	src/renderer/nodes/SubagentNode.tsx is the frozen ledger evidence anchor for CAP-029 (subagent_live_activity); normalized mappings record other responsibilities separately.
MAP-0879	CEN-0475	mapped	CAP-092	adapted	ledger_evidence	src/renderer/nodes/TerminalNode.tsx is the frozen ledger evidence anchor for CAP-092 (reviewed_terminal_clipboard); normalized mappings record other responsibilities separately.
MAP-0880	CEN-0475	mapped	CAP-097	adapted	manual_source_audit	src/renderer/nodes/TerminalNode.tsx directly implements the independently audited Eco hibernation planning, execution, persistence or wake path for CAP-097 (eco_agent_hibernation).
MAP-0881	CEN-0475	mapped	CAP-104	adapted	manual_source_audit	src/renderer/nodes/TerminalNode.tsx directly consumes the closed hideable-control inventory while preserving critical and alternate routes for CAP-104 (safe_control_visibility_customization).
MAP-0882	CEN-0475	mapped	CAP-107	adapted	manual_source_audit	src/renderer/nodes/TerminalNode.tsx directly evidences off-screen timers, safe parking and automatic selected or visible-node reattach/repaint of the same runtime for CAP-107 (offscreen_terminal_parking_and_automatic_reattach).
MAP-0883	CEN-0475	mapped	CAP-112	adapted	manual_source_audit	src/renderer/nodes/TerminalNode.tsx directly evidences distinct restart, resume, model-switch, foreground-terminate, recycle and detach consumers for CAP-112 (typed_single_runtime_lifecycle_controls).
MAP-0884	CEN-0476	supporting	CAP-012	adopted	supporting_module_audit	src/renderer/nodes/VideoNode.tsx is an audited supporting source module for CAP-012 (isolated_web_browser_video) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0885	CEN-0477	supporting	CAP-012	adopted	supporting_module_audit	src/renderer/nodes/WebNode.tsx is an audited supporting source module for CAP-012 (isolated_web_browser_video) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0886	CEN-0478	mapped	CAP-103	adapted	ledger_evidence	src/renderer/nodes/browser-discard-policy.ts is the frozen ledger evidence anchor for CAP-103 (browser_memory_saver); normalized mappings record other responsibilities separately.
MAP-0887	CEN-0479	supporting	CAP-012	adopted	supporting_module_audit	src/renderer/nodes/browserIcons.tsx is an audited supporting source module for CAP-012 (isolated_web_browser_video) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0888	CEN-0480	supporting	CAP-012	adopted	supporting_module_audit	src/renderer/nodes/browserUrl.ts is an audited supporting source module for CAP-012 (isolated_web_browser_video) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0889	CEN-0481	supporting	CAP-080	irrelevant	supporting_module_audit	src/renderer/nodes/dino/dino-authority.ts is an audited supporting source module for CAP-080 (visual_mascot_system) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0890	CEN-0482	supporting	CAP-080	irrelevant	supporting_module_audit	src/renderer/nodes/dino/dino-game.ts is an audited supporting source module for CAP-080 (visual_mascot_system) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0891	CEN-0483	supporting	CAP-080	irrelevant	supporting_module_audit	src/renderer/nodes/dino/dino-sync.ts is an audited supporting source module for CAP-080 (visual_mascot_system) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0892	CEN-0484	mapped	CAP-080	irrelevant	manual_source_audit	src/renderer/nodes/dino/sprite-1x.png is a decorative mascot/game asset explicitly excluded from operator-control capability for CAP-080 (visual_mascot_system).
MAP-0893	CEN-0485	supporting	CAP-010	adopted	supporting_module_audit	src/renderer/nodes/lazyMonacoNodes.tsx is an audited supporting source module for CAP-010 (revisioned_editor) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0894	CEN-0486	mapped	CAP-103	adapted	manual_source_audit	src/renderer/nodes/useDiscardWhenHidden.ts directly implements the hidden-duration timer, suppressor rechecks, renderer reclaim and automatic restore mechanics audited for CAP-103 (browser_memory_saver).
MAP-0895	CEN-0487	supporting	CAP-012	adopted	supporting_module_audit	src/renderer/nodes/webUrl.ts is an audited supporting source module for CAP-012 (isolated_web_browser_video) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0896	CEN-0488	supporting	CAP-060	adapted	supporting_module_audit	src/renderer/remote/ConsentNotice.tsx is an audited supporting source module for CAP-060 (encrypted_pairing_revocation) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0897	CEN-0488	supporting	CAP-063	adapted	supporting_module_audit	src/renderer/remote/ConsentNotice.tsx is an audited supporting source module for CAP-063 (local_only_sensitive_remote_boundary) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0898	CEN-0489	supporting	CAP-003	adopted	supporting_module_audit	src/renderer/session/localSession.ts is an audited supporting source module for CAP-003 (persistent_terminal_runtime) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0899	CEN-0489	supporting	CAP-004	adopted	supporting_module_audit	src/renderer/session/localSession.ts is an audited supporting source module for CAP-004 (restart_recovery) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0900	CEN-0489	supporting	CAP-075	adapted	supporting_module_audit	src/renderer/session/localSession.ts is an audited supporting source module for CAP-075 (exclusive_multiclient_input) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0901	CEN-0490	supporting	CAP-060	adapted	supporting_module_audit	src/renderer/session/relay-tab.ts is an audited supporting source module for CAP-060 (encrypted_pairing_revocation) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0902	CEN-0491	supporting	CAP-003	adopted	supporting_module_audit	src/renderer/session/session.ts is an audited supporting source module for CAP-003 (persistent_terminal_runtime) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0903	CEN-0491	supporting	CAP-004	adopted	supporting_module_audit	src/renderer/session/session.ts is an audited supporting source module for CAP-004 (restart_recovery) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0904	CEN-0491	supporting	CAP-075	adapted	supporting_module_audit	src/renderer/session/session.ts is an audited supporting source module for CAP-075 (exclusive_multiclient_input) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0905	CEN-0492	supporting	CAP-023	adopted	supporting_module_audit	src/renderer/state/agent-resolver.ts is an audited supporting source module for CAP-023 (six_dedicated_agent_adapters) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0906	CEN-0492	supporting	CAP-025	adapted	supporting_module_audit	src/renderer/state/agent-resolver.ts is an audited supporting source module for CAP-025 (adapter_capability_probes) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0907	CEN-0492	supporting	CAP-097	adapted	supporting_module_audit	src/renderer/state/agent-resolver.ts is an audited supporting source module for CAP-097 (eco_agent_hibernation) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0908	CEN-0493	supporting	CAP-023	adopted	supporting_module_audit	src/renderer/state/agentAvailability.ts is an audited supporting source module for CAP-023 (six_dedicated_agent_adapters) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0909	CEN-0493	supporting	CAP-025	adapted	supporting_module_audit	src/renderer/state/agentAvailability.ts is an audited supporting source module for CAP-025 (adapter_capability_probes) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0910	CEN-0494	supporting	CAP-006	adopted	supporting_module_audit	src/renderer/state/agentNodes.ts is an audited supporting source module for CAP-006 (semantic_agent_views) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0911	CEN-0495	mapped	CAP-046	adopted	ledger_evidence	src/renderer/state/agentStatus.ts is the frozen ledger evidence anchor for CAP-046 (running_needs_input_done_status); normalized mappings record other responsibilities separately.
MAP-0912	CEN-0495	mapped	CAP-097	adapted	manual_source_audit	src/renderer/state/agentStatus.ts directly implements the independently audited Eco hibernation planning, execution, persistence or wake path for CAP-097 (eco_agent_hibernation).
MAP-0913	CEN-0496	supporting	CAP-067	adapted	supporting_module_audit	src/renderer/state/boardLog.ts is an audited supporting source module for CAP-067 (live_session_board) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0914	CEN-0496	supporting	CAP-083	adopted	supporting_module_audit	src/renderer/state/boardLog.ts is an audited supporting source module for CAP-083 (board_activity_log) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0915	CEN-0497	supporting	CAP-012	adopted	supporting_module_audit	src/renderer/state/browserHistory.ts is an audited supporting source module for CAP-012 (isolated_web_browser_video) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0916	CEN-0498	supporting	CAP-067	adapted	supporting_module_audit	src/renderer/state/cardPanel.ts is an audited supporting source module for CAP-067 (live_session_board) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0917	CEN-0498	supporting	CAP-083	adopted	supporting_module_audit	src/renderer/state/cardPanel.ts is an audited supporting source module for CAP-083 (board_activity_log) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0918	CEN-0499	mapped	CAP-106	adapted	manual_source_audit	src/renderer/state/codexIdentity.ts directly implements restart-stable signed endpoint/thread binding, ownership or explicit fallback for CAP-106 (shared_provider_runtime_endpoint_identity), without asserting provider-account scope.
MAP-0919	CEN-0500	supporting	CAP-030	adopted	supporting_module_audit	src/renderer/state/contextWindow.ts is an audited supporting source module for CAP-030 (conversation_context_meter) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0920	CEN-0501	mapped	CAP-086	irrelevant	manual_source_audit	src/renderer/state/entitlement.ts directly implements audited commercial licence, upgrade, seat or entitlement behavior classified by CAP-086 (commercial_licensing_and_entitlements).
MAP-0921	CEN-0502	supporting	CAP-069	adopted	supporting_module_audit	src/renderer/state/explorer.ts is an audited supporting source module for CAP-069 (target_file_explorer) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0922	CEN-0503	supporting	CAP-066	adapted	supporting_module_audit	src/renderer/state/githubIssues.ts is an audited supporting source module for CAP-066 (repository_host_auth) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0923	CEN-0503	supporting	CAP-068	adopted	supporting_module_audit	src/renderer/state/githubIssues.ts is an audited supporting source module for CAP-068 (external_issue_board_sync) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0924	CEN-0504	supporting	CAP-088	adapted	supporting_module_audit	src/renderer/state/modelGateway.ts is an audited supporting source module for CAP-088 (settings_navigation_search_and_reset) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0925	CEN-0505	mapped	CAP-023	adopted	manual_source_audit	src/renderer/state/permissionMode.ts directly evidences adapter-aware launch approval-mode selection, capability probing and emitted flag truth for CAP-023 (six_dedicated_agent_adapters).
MAP-0926	CEN-0505	mapped	CAP-025	adapted	manual_source_audit	src/renderer/state/permissionMode.ts directly evidences adapter-aware launch approval-mode selection, capability probing and emitted flag truth for CAP-025 (adapter_capability_probes).
MAP-0927	CEN-0505	mapped	CAP-033	adapted	manual_source_audit	src/renderer/state/permissionMode.ts directly evidences adapter-aware launch approval-mode selection, capability probing and emitted flag truth for CAP-033 (model_mode_flag_receipts).
MAP-0928	CEN-0506	supporting	CAP-017	adopted	supporting_module_audit	src/renderer/state/persistGuards.ts is an audited supporting source module for CAP-017 (persisted_workspace_layout) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0929	CEN-0507	supporting	CAP-061	adopted	supporting_module_audit	src/renderer/state/presence.ts is an audited supporting source module for CAP-061 (ephemeral_team_presence) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0930	CEN-0508	supporting	CAP-017	adopted	supporting_module_audit	src/renderer/state/projects.ts is an audited supporting source module for CAP-017 (persisted_workspace_layout) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0931	CEN-0509	supporting	CAP-064	adopted	supporting_module_audit	src/renderer/state/scmCache.ts is an audited supporting source module for CAP-064 (full_source_control) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0932	CEN-0510	supporting	CAP-064	adopted	supporting_module_audit	src/renderer/state/scmDraft.ts is an audited supporting source module for CAP-064 (full_source_control) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0933	CEN-0511	supporting	CAP-072	adopted	supporting_module_audit	src/renderer/state/sessionMemory.ts is an audited supporting source module for CAP-072 (host_session_memory_inventory) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0934	CEN-0511	supporting	CAP-073	adopted	supporting_module_audit	src/renderer/state/sessionMemory.ts is an audited supporting source module for CAP-073 (process_memory_attribution) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0935	CEN-0511	supporting	CAP-074	adapted	supporting_module_audit	src/renderer/state/sessionMemory.ts is an audited supporting source module for CAP-074 (target_runtime_inventory) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0936	CEN-0512	supporting	CAP-022	adapted	supporting_module_audit	src/renderer/state/sessionNaming.ts is an audited supporting source module for CAP-022 (safe_automatic_titles) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0937	CEN-0512	supporting	CAP-044	adopted	supporting_module_audit	src/renderer/state/sessionNaming.ts is an audited supporting source module for CAP-044 (conversation_title_read_rename) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0938	CEN-0513	supporting	CAP-088	adapted	supporting_module_audit	src/renderer/state/settings.ts is an audited supporting source module for CAP-088 (settings_navigation_search_and_reset) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0939	CEN-0514	supporting	CAP-059	adopted	supporting_module_audit	src/renderer/state/sshConn.ts is an audited supporting source module for CAP-059 (ssh_runtime_file_repository) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0940	CEN-0514	supporting	CAP-063	adapted	supporting_module_audit	src/renderer/state/sshConn.ts is an audited supporting source module for CAP-063 (local_only_sensitive_remote_boundary) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0941	CEN-0515	supporting	CAP-059	adopted	supporting_module_audit	src/renderer/state/sshServers.ts is an audited supporting source module for CAP-059 (ssh_runtime_file_repository) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0942	CEN-0515	supporting	CAP-063	adapted	supporting_module_audit	src/renderer/state/sshServers.ts is an audited supporting source module for CAP-063 (local_only_sensitive_remote_boundary) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0943	CEN-0516	supporting	CAP-032	adapted	supporting_module_audit	src/renderer/state/systemAccount.ts is an audited supporting source module for CAP-032 (multiple_managed_profiles) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0944	CEN-0517	mapped	CAP-060	adapted	manual_source_audit	src/renderer/state/teamAccess.ts directly implements an independently audited source responsibility for CAP-060 (encrypted_pairing_revocation).
MAP-0945	CEN-0517	mapped	CAP-061	adopted	manual_source_audit	src/renderer/state/teamAccess.ts directly implements an independently audited source responsibility for CAP-061 (ephemeral_team_presence).
MAP-0946	CEN-0517	mapped	CAP-086	irrelevant	manual_source_audit	src/renderer/state/teamAccess.ts directly implements audited commercial licence, upgrade, seat or entitlement behavior classified by CAP-086 (commercial_licensing_and_entitlements).
MAP-0947	CEN-0518	mapped	CAP-060	adapted	manual_source_audit	src/renderer/state/teamAccessCore.ts directly implements an independently audited source responsibility for CAP-060 (encrypted_pairing_revocation).
MAP-0948	CEN-0518	mapped	CAP-061	adopted	manual_source_audit	src/renderer/state/teamAccessCore.ts directly implements an independently audited source responsibility for CAP-061 (ephemeral_team_presence).
MAP-0949	CEN-0518	mapped	CAP-086	irrelevant	manual_source_audit	src/renderer/state/teamAccessCore.ts directly implements audited commercial licence, upgrade, seat or entitlement behavior classified by CAP-086 (commercial_licensing_and_entitlements).
MAP-0950	CEN-0519	supporting	CAP-054	adapted	supporting_module_audit	src/renderer/state/terminalFocus.ts is an audited supporting source module for CAP-054 (focus_safe_attention_navigation) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0951	CEN-0520	mapped	CAP-086	irrelevant	manual_source_audit	src/renderer/state/upgradeGate.ts directly implements audited commercial licence, upgrade, seat or entitlement behavior classified by CAP-086 (commercial_licensing_and_entitlements).
MAP-0952	CEN-0521	supporting	CAP-084	adopted	supporting_module_audit	src/renderer/state/useAppTheme.ts is an audited supporting source module for CAP-084 (terminal_appearance_accessibility) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0953	CEN-0522	supporting	CAP-002	adapted	supporting_module_audit	src/renderer/state/viewMode.ts is an audited supporting source module for CAP-002 (unique_node_views) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0954	CEN-0523	mapped	CAP-007	adopted	ledger_evidence	src/renderer/state/workspace.ts is the frozen ledger evidence anchor for CAP-007 (nested_groups); normalized mappings record other responsibilities separately.
MAP-0955	CEN-0523	mapped	CAP-012	adopted	ledger_evidence	src/renderer/state/workspace.ts is the frozen ledger evidence anchor for CAP-012 (isolated_web_browser_video); normalized mappings record other responsibilities separately.
MAP-0956	CEN-0523	mapped	CAP-033	adapted	ledger_evidence	src/renderer/state/workspace.ts is the frozen ledger evidence anchor for CAP-033 (model_mode_flag_receipts); normalized mappings record other responsibilities separately.
MAP-0957	CEN-0523	supporting	CAP-109	adapted	supporting_module_audit	src/renderer/state/workspace.ts supports durable storage of the source pendingLaunch relation across reload for CAP-109 (dependency_gated_agent_flows) with no independent capability beyond its primary evidence and closed registry surfaces.
MAP-0958	CEN-0524	supporting	CAP-001	adapted	supporting_module_audit	src/renderer/state/workspaceDirty.ts is an audited supporting source module for CAP-001 (canonical_operator_map) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0959	CEN-0524	supporting	CAP-017	adopted	supporting_module_audit	src/renderer/state/workspaceDirty.ts is an audited supporting source module for CAP-017 (persisted_workspace_layout) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0960	CEN-0525	supporting	CAP-065	adapted	supporting_module_audit	src/renderer/state/worktrees.ts is an audited supporting source module for CAP-065 (isolated_worktrees) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0961	CEN-0526	mapped	CAP-001	adapted	manual_source_audit	src/renderer/styles.css implements the runtime hierarchy, WorkSurface, status/HUD, responsive layout, focus, animation or safe control-visibility presentation for CAP-001 (canonical_operator_map).
MAP-0962	CEN-0526	mapped	CAP-002	adapted	manual_source_audit	src/renderer/styles.css implements the runtime hierarchy, WorkSurface, status/HUD, responsive layout, focus, animation or safe control-visibility presentation for CAP-002 (unique_node_views).
MAP-0963	CEN-0526	mapped	CAP-049	adapted	manual_source_audit	src/renderer/styles.css implements the runtime hierarchy, WorkSurface, status/HUD, responsive layout, focus, animation or safe control-visibility presentation for CAP-049 (compact_attention_hud).
MAP-0964	CEN-0526	mapped	CAP-058	adopted	manual_source_audit	src/renderer/styles.css implements the runtime hierarchy, WorkSurface, status/HUD, responsive layout, focus, animation or safe control-visibility presentation for CAP-058 (browser_operator_surface).
MAP-0965	CEN-0526	mapped	CAP-084	adopted	manual_source_audit	src/renderer/styles.css implements the runtime hierarchy, WorkSurface, status/HUD, responsive layout, focus, animation or safe control-visibility presentation for CAP-084 (terminal_appearance_accessibility).
MAP-0966	CEN-0526	mapped	CAP-085	adapted	manual_source_audit	src/renderer/styles.css implements the runtime hierarchy, WorkSurface, status/HUD, responsive layout, focus, animation or safe control-visibility presentation for CAP-085 (automatic_hierarchy_arrangement).
MAP-0967	CEN-0526	mapped	CAP-104	adapted	manual_source_audit	src/renderer/styles.css implements the runtime hierarchy, WorkSurface, status/HUD, responsive layout, focus, animation or safe control-visibility presentation for CAP-104 (safe_control_visibility_customization).
MAP-0968	CEN-0527	mapped	CAP-084	adopted	manual_source_audit	src/renderer/tailwind.css binds runtime theme/accessibility tokens without broadening hideable-control authority for CAP-084 (terminal_appearance_accessibility).
MAP-0969	CEN-0527	mapped	CAP-104	adapted	manual_source_audit	src/renderer/tailwind.css binds runtime theme/accessibility tokens without broadening hideable-control authority for CAP-104 (safe_control_visibility_customization).
MAP-0970	CEN-0528	supporting	CAP-005	adopted	supporting_module_audit	src/renderer/terminal/agent-restart.ts preserves terminal attach/input behavior while restart and wake are planned for CAP-005 (generic_terminal_fidelity), and adds no independent capability beyond its mapped restart/hibernation responsibilities.
MAP-0971	CEN-0528	mapped	CAP-095	adapted	manual_source_audit	src/renderer/terminal/agent-restart.ts directly implements candidate restart planning and safe per-agent restart execution for CAP-095 (safe_bulk_idle_restart).
MAP-0972	CEN-0528	mapped	CAP-097	adapted	manual_source_audit	src/renderer/terminal/agent-restart.ts directly implements the independently audited Eco hibernation planning, execution, persistence or wake path for CAP-097 (eco_agent_hibernation).
MAP-0973	CEN-0528	mapped	CAP-112	adapted	manual_source_audit	src/renderer/terminal/agent-restart.ts directly evidences safe in-place agent restart planning without conversation deletion for CAP-112 (typed_single_runtime_lifecycle_controls).
MAP-0974	CEN-0529	supporting	CAP-005	adopted	supporting_module_audit	src/renderer/terminal/char-size-quantize.ts is an audited supporting source module for CAP-005 (generic_terminal_fidelity) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0975	CEN-0529	supporting	CAP-084	adopted	supporting_module_audit	src/renderer/terminal/char-size-quantize.ts is an audited supporting source module for CAP-084 (terminal_appearance_accessibility) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0976	CEN-0530	supporting	CAP-005	adopted	supporting_module_audit	src/renderer/terminal/command-delivery.ts is an audited supporting source module for CAP-005 (generic_terminal_fidelity) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0977	CEN-0530	supporting	CAP-014	adapted	supporting_module_audit	src/renderer/terminal/command-delivery.ts is an audited supporting source module for CAP-014 (creation_command_palette) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0978	CEN-0530	supporting	CAP-084	adopted	supporting_module_audit	src/renderer/terminal/command-delivery.ts is an audited supporting source module for CAP-084 (terminal_appearance_accessibility) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0979	CEN-0531	mapped	CAP-092	adapted	manual_source_audit	src/renderer/terminal/copy-feedback.ts directly implements audited gesture-bound terminal clipboard handling or OSC 52 denial for CAP-092 (reviewed_terminal_clipboard).
MAP-0980	CEN-0532	mapped	CAP-092	adapted	manual_source_audit	src/renderer/terminal/file-drop.ts directly implements audited gesture-bound terminal clipboard handling or OSC 52 denial for CAP-092 (reviewed_terminal_clipboard).
MAP-0981	CEN-0533	supporting	CAP-005	adopted	supporting_module_audit	src/renderer/terminal/file-links.ts is an audited supporting source module for CAP-005 (generic_terminal_fidelity) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0982	CEN-0533	supporting	CAP-012	adopted	supporting_module_audit	src/renderer/terminal/file-links.ts is an audited supporting source module for CAP-012 (isolated_web_browser_video) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0983	CEN-0533	supporting	CAP-084	adopted	supporting_module_audit	src/renderer/terminal/file-links.ts is an audited supporting source module for CAP-084 (terminal_appearance_accessibility) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0984	CEN-0534	supporting	CAP-005	adopted	supporting_module_audit	src/renderer/terminal/glyphgrid-attach.ts is an audited supporting source module for CAP-005 (generic_terminal_fidelity) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0985	CEN-0534	supporting	CAP-084	adopted	supporting_module_audit	src/renderer/terminal/glyphgrid-attach.ts is an audited supporting source module for CAP-084 (terminal_appearance_accessibility) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0986	CEN-0535	mapped	CAP-097	adapted	ledger_evidence	src/renderer/terminal/hibernation-policy.ts is the frozen ledger evidence anchor for CAP-097 (eco_agent_hibernation); normalized mappings record other responsibilities separately.
MAP-0987	CEN-0536	supporting	CAP-005	adopted	supporting_module_audit	src/renderer/terminal/live-work.ts is an audited supporting source module for CAP-005 (generic_terminal_fidelity) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0988	CEN-0536	supporting	CAP-084	adopted	supporting_module_audit	src/renderer/terminal/live-work.ts is an audited supporting source module for CAP-084 (terminal_appearance_accessibility) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0989	CEN-0536	supporting	CAP-097	adapted	supporting_module_audit	src/renderer/terminal/live-work.ts is an audited supporting source module for CAP-097 (eco_agent_hibernation) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0990	CEN-0536	supporting	CAP-107	adapted	supporting_module_audit	src/renderer/terminal/live-work.ts supports the shared no-live-work predicate that protects plain-shell and active agent work during parking for CAP-107 (offscreen_terminal_parking_and_automatic_reattach) with no independent capability beyond its primary evidence and closed registry surfaces.
